ProteinId	40C_0h_A	40C_0h_B	40C_0h_C	40C_0.5h_A	40C_0.5h_B	40C_0.5h_C	40C_1h_A	40C_1h_B	40C_1h_C	40C_2h_A	40C_2h_B	40C_2h_C	40C_4h_A	40C_4h_B	40C_4h_C	40C_8h_A	40C_8h_B	40C_8h_C	40C_16h_A	40C_16h_B	40C_16h_C	40C_24h_A	40C_24h_B	40C_24h_C	Synonym	MapMan	MapManDescription	GO	GODescription	Localization
Cre16.g685901.t1.1	50148947.82	60068523.17	46318805.22	57646452.77	57050923.94	54370013.05	49829281.43	58213530.5	71295592.77	44386472.69	50419991.69	40256242.57	55105748.96	51821266.05	56912119.8	53501238.48	47768681	50177148.66	33182313.31	66529242.1	47904885.16	56308702.7	33425365.78	44437981.47		GMM:29.3.1	protein.targeting.nucleus	GO:0008536;GO:0006886;GO:0005515	Ran GTPase binding;intracellular protein transport;protein binding	
Cre16.g687300.t1.2	76586921.67	67989992.69	46393900.82	63719081.82	61256859.32	76325397.43	77208864.34	59056475.28	74826273.66	84992670.21	90748356.02	87781762.14	103880218.4	88306605.47	96799226.84	121878302.5	128260155.2	104663218.8	132223800.5	89026165.34	124694113.5	123638520.2	85769557	95164285.97	CPLD61					Chloroplast
Cre16.g687350.t1.2	30923926.26	70062725.98	25693879.05	74837016.27	87799971.32	72788019.07	29382725.95	40892069.31	38676933.54	28410258.2	54951383.57	38133998.11	50446890.25	57484266.85	62633706.83	90783243.59	67637416.14	85666228.97	48022042.27	43531353.14	58381952.97	54238412.96	63219950.56	68006310.35		GMM:11.9.4.2	lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH	GO:0055114;GO:0016627;GO:0006635;GO:0005777;GO:0003997;GO:0003995	oxidation-reduction process;oxidoreductase activity, acting on the CH-CH group of donors;fatty acid beta-oxidation;peroxisome;acyl-CoA oxidase activity;acyl-CoA dehydrogenase activity	Mitochondrion
Cre16.g687900.t1.2	6510915318	5443800666	5231367085	6432153427	5760097823	5574757660	5918936266	5968520283	5560315806	6064770362	6429135141	6328202698	7045705791	6463288604	6484815977	8339301943	5827651673	6554305318	7994682840	7351315656	7094618874	6836042222	7681646358	8109410084	LHCA7	GMM:1.1.2.1	PS.lightreaction.photosystem I.LHC-I	GO:0016020;GO:0009765	membrane;photosynthesis, light harvesting	Chloroplast
Cre16.g688050.t1.1	82206862.3	76768180.95	64434419.96	102224497.9	44065182.74	60529635.76	87565026.02	72087308.99	34421410.87	81548589.42	93683286.23	106938361.9	70283333.77	73453360.47	62487118.91	81055399.01	95375617.9	85527242.52	61270441.94	54428911.36	81026436.96	59955545.31	77328483.51	80328915.22						
Cre16.g688550.t1.2	25867044.51	41951885.73	26846676.37	13959323.15	15288838.18	20849610.4	30818092.16	36841609.74	29459752.01	57974637.14	37517380.95	29543669.8	76947300.65	66013277.85	54063697.57	92733613.89	51453759.71	60096382.76	67467948.45	80641209.86	69287792.08	68076665.4	69968456.15	63772538.54	GSTS1	GMM:21.2.2	redox.ascorbate and glutathione.glutathione	GO:0005515	protein binding	
Cre16.g689087.t1.1	108053019.2	109333968	112731275.2	107977575.2	63037305.84	83117344.18	87235561.7	123817555.2	134462046.1	101238191.1	107847465.8	142720721.1	110390899.3	119324688.2	156973583.2	110772133.8	138738988.8	148352777.8	135807112.3	140866771.4	172838121.1	195428994.8	208311265.9	181285887						
Cre16.g689871.t1.1	66378658.67	33312405.12	69572077.32	47148203.46	39354764.75	49250689.07	49554727.83	66017426.98	51908803.21	47504674.89	54825077.47	55659770.65	65870967.9	61393491.18	41709039.75	61977913.75	30643870.99	46652547.71	92975949.67	77126449.93	52987267.98	82794563.97	64378732.51	46505830.76		GMM:29.1.5	protein.aa activation.isoleucine-tRNA ligase	GO:0006418;GO:0005524;GO:0004812;GO:0000166	tRNA aminoacylation for protein translation;ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	Mitochondrion
Cre16.g690431.t2.1;Cre16.g690431.t1.1	634567072.9	606963589.5	702431443.7	677392493	648872558.1	734613683.6	628321397.9	616056602.4	589093718.3	529549110.6	522532011.5	620850426.6	516335372.1	464309492.1	478645284.6	539234651	491286485.6	457539681.3	517995568.8	564740810.7	468566630.3	577115964	481485299.4	539992910.4	;	;	;	GO:0071949;GO:0071949	FAD binding;FAD binding	;
Cre16.g690500.t1.2;Cre16.g688600.t1.1	90878351.87	56879628.3	77859289.43	35714205.77	41386983.41	37466977.7	30059226.02	23152855.86	18860295.66	26415102.05	50735249.87	72898092.21	28048461.18	25954760.31	30557892.04	34846787.53	45806512.87	25789621.33	26810778.48	30538830.51	26514447.81	23776551.18	24356386.19	21324816.11	NHP2;	GMM:29.2.2.3.1;GMM:29.2.1.2.2.1730;GMM:29.2.1.1.3.99;	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNPs;protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L7/L30/S12;protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.unknown;	;GO:0006281;GO:0004518	;DNA repair;nuclease activity	;Secretory pathway
Cre16.g691000.t1.2	495025908.2	637707324.6	510178723.3	539160580.5	602560097.4	416861898	457878524.8	474887452	374587317.2	456243108.8	434113873.4	389954773.4	409216845.1	427004969.3	352006593.4	430404649	458554524.7	349797278.1	385128471.4	214274184.8	252284494.6	221954582	251594570	206926220.8	EFP1	GMM:29.2.4	protein.synthesis.elongation	GO:0043043;GO:0006414;GO:0005737;GO:0003746	peptide biosynthetic process;translational elongation;cytoplasm;translation elongation factor activity	Chloroplast
Cre16.g691800.t1.1	149741304.8	191060430.8	129563873.6	117466773.9	152699063.8	160290687.8	143284031.2	153079628	111594457.2	162661246.7	171125727.8	179722389.5	229770035.4	237450019.5	253139444.2	259002692.6	254466766.1	225855266.8	292248274.5	235759281.4	260664087.5	344968837.2	308673390.9	230098101.1	FLVB			GO:0010181	FMN binding	Chloroplast
Cre16.g691850.t1.2	794137181.5	933717512.7	860643489.2	755940380.6	817661669	873142590.6	771879982.7	743119548.5	816966825.2	843994988.7	747980874.1	886467362.1	824508357.5	852403253.1	775798484.6	880414235.4	830313216.5	979432378.8	976988544.1	943830199.6	1003180531	908055864.1	1076589272	1106980895	COX90	GMM:9.7	mitochondrial electron transport / ATP synthesis.cytochrome c oxidase			
Cre16.g692901.t1.1	260457500.4	268869319.2	247631729.6	250006312.4	269545935.1	224505626.3	214294573.5	267857216.3	263405941.9	236791398.8	232573024.1	267408043.4	251037048.5	250676888.5	274324440.8	333001444.1	339257034.8	322268595.5	359126871.3	331096393.4	379256455.6	283359557.1	324800982.2	389242707.8		GMM:31.1;GMM:27.2	cell.organisation;RNA.transcription			Chloroplast
Cre16.g693600.t2.1;Cre16.g693600.t1.2	75389362.57	68864664.43	85672893.14	72557723.53	48237706.09	66180758.87	92659642.57	57322741.26	88220258.49	96690182.67	98237140.08	87330053.46	86005759.74	53026280.21	81143249.96	100601013.1	78815798.21	74591788.3	68169711.42	44568357.53	78665102.74	39589814.88	29211047.9	26412255.24	FAP137;FAP137	GMM:10.5.2;GMM:10.5.2	cell wall.cell wall proteins.proline rich proteins;cell wall.cell wall proteins.proline rich proteins	;	;	Secretory pathway;Secretory pathway
Cre16.g694850.t1.2	167333355.1	140815639.6	128213750.7	131840877	169136628.1	158326729	143470727.7	129098009.8	189947514.8	166066288.8	134955181.3	146617472.9	168501053.8	139566663	155007965	176246692.4	187515464.1	161192395.6	161309719	177372209.6	204717679.1	193839956.6	149542986.6	159743019.8	NGS1	GMM:13.1.2.3.2;GMM:13.1.2.3	amino acid metabolism.synthesis.glutamate family.arginine.acetylglutamate kinase;amino acid metabolism.synthesis.glutamate family.arginine	GO:0006526;GO:0004358	arginine biosynthetic process;glutamate N-acetyltransferase activity	Chloroplast
Cre16.g695050.t1.2	642179464.1	715027872.7	593822437.5	583325155.4	693574855.8	674149813.5	590553805	749192606.8	699651573.8	540989618.3	685108745.4	624589910.5	556405467.8	644065923	579707948.9	642697307	616888548.5	698500380.7	519317226.9	739397342.6	824261278.7	436951446.8	642170420	703741972.6	HCD1	GMM:11.9.4.9	lipid metabolism.lipid degradation.beta-oxidation.multifunctional	GO:0055114;GO:0016491;GO:0006631;GO:0003857	oxidation-reduction process;oxidoreductase activity;fatty acid metabolic process;3-hydroxyacyl-CoA dehydrogenase activity	Secretory pathway
Cre16.g695100.t1.1	116738803.9	42374915.96	39370864.6	74777405.75	60324954.24	63906848.24	72386604.96	51775344.06	68440651.46	50308954.78	51521160.48	77272764.08	53622848.85	103411626	118741733.7	53892390.99	102360547.3	78387512.4	50359219.28	107485564.3	57373928.15	68805352.9	117349992.7	111953094.5		GMM:13.2.4.4;GMM:11.9.4.2	amino acid metabolism.degradation.branched chain group.leucine;lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH	GO:0055114;GO:0050660;GO:0016627;GO:0008152;GO:0003995	oxidation-reduction process;flavin adenine dinucleotide binding;oxidoreductase activity, acting on the CH-CH group of donors;metabolic process;acyl-CoA dehydrogenase activity	Mitochondrion
Cre16.g696000.t1.2	557619258.9	639270013.6	705371356.5	680267313.6	583828919.6	581266660.7	532513174.6	586355384.3	606731534.8	568175734.7	559342049.8	562355463.2	604594044.1	572477899	638584537.4	553627613	540168517	549576307.7	533275554.7	536130064.1	517277523	421095115.9	475577377.1	567519907.3		GMM:3.5;GMM:26.2;GMM:10.1	minor CHO metabolism.others;misc.UDP glucosyl and glucoronyl transferases;cell wall.precursor synthesis	GO:0070569;GO:0008152	uridylyltransferase activity;metabolic process	Secretory pathway
Cre17.g696250.t1.1;Cre17.g696250.t2.1	400149520.4	532106447	424561752.4	402990292.4	551811000.2	381808490.5	413323967.1	428123832.1	402489828.5	387166299.4	373586547.6	369798256.5	353488868.5	342699237.2	319349742.9	321828889.7	393263330.9	381247563.5	332086825.6	372864959.3	311106556.6	336751239.7	310849993.8	309146793.1	;	GMM:29.2.3;GMM:29.2.3	protein.synthesis.initiation;protein.synthesis.initiation	GO:0005515;GO:0003723;GO:0005515;GO:0003723	protein binding;RNA binding;protein binding;RNA binding	;
Cre17.g696850.t1.2	37879769.15	37132311.5	29810555.83	73664128.6	38172449.18	50154482.45	43616682.64	36157725.16	44284714.79	54042572.6	42378103.43	45128056.1	47481189.82	29420448.91	62051464.34	74502999.54	39558556.33	108313698.4	80613051.97	84416722.92	56690573.9	106812876	64878314.7	78841740.89		GMM:17.1.3	hormone metabolism.abscisic acid.induced-regulated-responsive-activated			Mitochondrion
Cre17.g697450.t1.2	216825502.1	228000661.8	224959250.1	224785774.6	253768653.6	236633770.2	218303056.1	210939700	232424801.5	186420632.8	176107031.3	190189449.4	224092776.2	214956421.9	257702897.1	194566291.7	175693190.3	178970327.8	166515433.6	148485088.7	166705454.8	180049375.3	138255745.6	157490659.8				GO:0005852;GO:0005737;GO:0003743	eukaryotic translation initiation factor 3 complex;cytoplasm;translation initiation factor activity	
Cre17.g698000.t1.2	10485604694	9926873174	10081983509	8823408600	9719593120	10655640173	8825141001	8816645379	9376958476	7791582157	8179659452	9273570453	8619214958	8569743866	10780324056	10283269909	10799340019	11124763816	9052279041	10922191581	11405728715	9469305480	11907054546	12128667469	ATP2	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase	GO:0046933;GO:0046034;GO:0033178;GO:0016820;GO:0015992;GO:0015991;GO:0015986;GO:0005524	proton-transporting ATP synthase activity, rotational mechanism;ATP metabolic process;proton-transporting two-sector ATPase complex, catalytic domain;hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances;proton transport;ATP hydrolysis coupled proton transport;ATP synthesis coupled proton transport;ATP binding	Mitochondrion
Cre17.g698450.t1.2	93211177.19	94706548.1	94660398.25	97133431.09	105418188.5	123775946	136156619.8	128176875.7	131500327	155319802.4	131701627.1	121978817.7	178016140.3	183196095.8	124121320.4	196925099	175021470.2	169761823.7	221512593.9	204396808.2	155728497.3	248241813.5	217577375.6	211223158.4		GMM:25.5	C1-metabolism.methylenetetrahydrofolate dehydrogenase and methenyltetrahydrofolate cyclohydrolase	GO:0055114;GO:0009396;GO:0004488;GO:0003824	oxidation-reduction process;folic acid-containing compound biosynthetic process;methylenetetrahydrofolate dehydrogenase (NADP+) activity;catalytic activity	
Cre17.g699000.t2.1;Cre17.g699000.t1.2	41319270.29	48342434.47	30651320.01	91777003.8	94808487.94	53757555.75	30427794.12	52469776.51	65400992.4	71677220.56	54589028.63	66056059.97	94110859.63	78629153.75	87956243.72	79299711.89	73428603.01	72857568.44	75677063.57	96805500.65	73362150.07	71638642.42	37034710.9	54121467.02	PAT1;PAT1	GMM:2.2.1.2;GMM:2.2.1.2	major CHO metabolism.degradation.acetate metabolism.phosphate acetyltransferase;major CHO metabolism.degradation.acetate metabolism.phosphate acetyltransferase	GO:0016746;GO:0008152;GO:0016746;GO:0008152	transferase activity, transferring acyl groups;metabolic process;transferase activity, transferring acyl groups;metabolic process	Mitochondrion;Mitochondrion
Cre17.g701200.t2.1;Cre17.g701200.t1.2	927446861.4	1318735860	1022897915	1195513052	1024619754	926271865.7	855102669	921573206.6	977289355.2	860803317.5	869910619.7	895466587.2	817184693.1	771955829.2	630572631.5	619405850.4	746530527.9	595541364.6	672926264.6	501835620.2	643837203.9	603176190	483454606.8	664645658.1	RPL14;RPL14	GMM:29.2.1.2.2.14;GMM:29.2.1.2.2.14	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L14;protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L14	GO:0006412;GO:0005840;GO:0005622;GO:0003735;GO:0006412;GO:0005840;GO:0005622;GO:0003735	translation;ribosome;intracellular;structural constituent of ribosome;translation;ribosome;intracellular;structural constituent of ribosome	;
Cre17.g701500.t1.2	377126678.8	335956425	290675887.4	582191262	613437386.2	598728209.4	717133995.4	722758201.4	611540431.3	738829070.6	782580739.3	788218540	613995585.4	677319787.9	680885561.6	512440294.9	521782578.2	556460899.1	479235922.2	557350802.7	625882406	480672697.2	592989558.4	526428882.9	DNJ1	GMM:29.9;GMM:29.6.2.6;GMM:20.2.1	protein.co-chaperones;protein.folding.chaperones and co-chaperones.co-chaperones;stress.abiotic.heat	GO:0051082;GO:0031072	unfolded protein binding;heat shock protein binding	
Cre17.g701650.t1.2	692309845.1	645748661.6	687396346.3	343100105.2	602073573.3	518187281.4	489210581.3	690775570	607690196.5	589180723.7	595400404.8	534632607.5	505923278.7	537153446.4	457678690	312323037.5	450282771.5	589731582.8	391628871.4	398591800.4	409425051.3	486926697.4	485745222.2	432162216.4	RPL27	GMM:29.2.1.2.2.27	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L27	GO:0006412;GO:0005840;GO:0005622;GO:0003735	translation;ribosome;intracellular;structural constituent of ribosome	
Cre17.g701700.t2.1;Cre17.g701700.t1.2	415246656	421361718.1	424729519.2	475834352.7	347563549.7	470763725.6	460217721.5	537064001.2	469635117.5	508999573.1	502236565.3	678192091.3	552851503.5	661603687.7	625503405.5	678799771	778667536.7	708231765.2	579965149.9	836957465.2	662090905	612540165	691983533	657323410.4	FAB2;FAB2	GMM:11.1.15;GMM:11.1.15	lipid metabolism.FA synthesis and FA elongation.ACP desaturase;lipid metabolism.FA synthesis and FA elongation.ACP desaturase	GO:0055114;GO:0045300;GO:0006631;GO:0055114;GO:0045300;GO:0006631	oxidation-reduction process;acyl-[acyl-carrier-protein] desaturase activity;fatty acid metabolic process;oxidation-reduction process;acyl-[acyl-carrier-protein] desaturase activity;fatty acid metabolic process	Chloroplast;Chloroplast
Cre17.g702150.t1.2	26075921.1	31221000.03	34514928.15	29355240	27616034.61	17511908.6	24621516.62	23812386.57	25347638.89	50098996.69	47746467.73	29800540.89	39554600.48	31478590.46	36899597.21	40178822.02	31574683.13	41963085.52	28663599.18	40675084.99	41129061.87	57020364.79	39399622.6	50952371.63	CCS5	GMM:29.8;GMM:21.1	protein.assembly and cofactor ligation;redox.thioredoxin	GO:0045454;GO:0015035;GO:0006662	cell redox homeostasis;protein disulfide oxidoreductase activity;glycerol ether metabolic process	Chloroplast
Cre17.g702200.t1.2	229265263.3	208575569.7	183337115.3	242618825.2	217059251.9	187730264.4	183764213.6	208058478.4	214062143.2	258533785.5	250983652.8	257945751.3	277481722	291443705.5	270531142.5	251714401.7	321945848.3	272285106.2	351466648.9	363864770.6	395407528.2	388224726.3	404319542.8	418348850.2	ANK29	GMM:31.1;GMM:27.3.39	cell.organisation;RNA.regulation of transcription.AtSR transcription factor family			Chloroplast
Cre17.g702750.t1.2	92562499.34	106109836.8	115695018.6	96233188.46	74544759.19	86421635.11	84160561.42	99503900.34	127376869.1	88781887.62	96151499.7	92115369.59	57375524.96	68626970.52	64978051.5	77821926.09	79451625.15	67733340.91	104193859.9	94658192.62	117173809.7	88526451.66	101645284.2	74345332.26		GMM:26.22;GMM:11.8.1	misc.short chain dehydrogenase/reductase (SDR);lipid metabolism.exotics (steroids, squalene etc).sphingolipids			
Cre17.g703700.t1.1	401425988.5	407731597.6	350968066.2	351529858	460379221.2	519350764.1	397784233.5	383373854.1	369404308.8	377872920.1	392300093.3	350821249.7	276925350.6	347530608.5	413297099.1	332803699.8	398934567.8	443053958.7	327407077.1	430759363.9	399004672	372254892.6	376345012.7	402482595	SCLB1	GMM:8.1.6	TCA / organic transformation.TCA.succinyl-CoA ligase	GO:0008152;GO:0003824	metabolic process;catalytic activity	Mitochondrion
Cre17.g704850.t1.2	136767747.8	121108395.3	115119954.3	146077538.4	103783699.2	81577823.84	78861676.99	107130033.5	67717368.48	100368495.7	89016118.93	79694691.47	110885956.3	102611764.1	86074537.83	89602191.25	85907243.28	72749119.18	81337266.66	70718171.4	49467426.71	73969726.97	41940029.17	60755539.78		GMM:23.3.1.1	nucleotide metabolism.salvage.phosphoribosyltransferases.adenine phosphoribosyltransferase (APRT)	GO:0009116	nucleoside metabolic process	
Cre17.g705000.t1.2	563247322.5	426635793.4	429778499.9	569363377.2	519306556.8	418723470.3	505694779.3	421108218.1	404227889.9	470568142.6	404540188.3	439433037.4	515835773.3	411356757.3	404204677.9	495504905.9	475021263.2	395733286.1	480773361.2	443472581	431451115.1	494327075.2	397126388.4	410128983	FAP223	GMM:30.3;GMM:3.3;GMM:29.4	signalling.calcium;minor CHO metabolism.sugar alcohols;protein.postranslational modification	GO:0006468;GO:0005524;GO:0005515;GO:0004672	protein phosphorylation;ATP binding;protein binding;protein kinase activity	
Cre17.g705400.t1.2	109982806.7	99767924.05	131329419.1	147222885.3	101104341.5	111182409	112358314	82842084.69	118227149.1	143499751.8	109643652.1	73839079.15	117632811.2	79279748.25	79973074.89	120132502.6	123375790.5	108894676.5	119704461.7	112193540.2	117788422	125397812.4	91557247.85	129365249.9	POA1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	GO:0051603;GO:0019773;GO:0006511;GO:0005839;GO:0004298;GO:0004175	proteolysis involved in cellular protein catabolic process;proteasome core complex, alpha-subunit complex;ubiquitin-dependent protein catabolic process;proteasome core complex;threonine-type endopeptidase activity;endopeptidase activity	
Cre17.g706600.t1.2	88568314.82	125188749.9	109903206.9	124774086.8	125326291.3	148376624.7	172683230.4	163854754.3	129583003.6	116964280.5	143863188.1	97637224.24	134585107.2	106479926	123523588.6	177150666.4	148594082.3	227259297.4	148281946.4	181565889	156058321.4	173613770.7	242556485.5	162909621.8						
